lang,cid,sid,topic,metric_description,metric_code,page,file_stem,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts,pred_label,category_match,unit_match
korean,skhynix,"Discussion of long- and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",Greenhouse Gas Emissions,"Discussion of long- and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",TC-SC-110a.2,92,skhynix_092,Discussion and Analysis,n/a,emissions reduction|climate strategy|Scope 1 management|PFC reduction|reduction targets|net zero|abatement|climate risk,"Qualitative discussion of strategy to manage Scope 1 emissions including: reduction targets (absolute or intensity-based), timeline, methods (process optimization, abatement equipment, alternative chemistries for PFCs), and performance against stated targets.",,,
korean,skhynix,"(1) Total energy consumed, (2) percentage grid electricity and (3) percentage renewable",Energy Management in Manufacturing,"(1) Total energy consumed, (2) percentage grid electricity and (3) percentage renewable",TC-SC-130a.1,92,skhynix_092,Quantitative,Gigajoules (GJ)|Percentage (%),energy consumption|grid electricity|renewable energy|electricity|energy management|energy intensity|clean energy|power purchase agreement,"Three values: (1) total energy consumed in GJ across all manufacturing operations (electricity, fuel, steam, heating/cooling); (2) percentage of total energy that is grid electricity; (3) percentage of total energy from renewable sources (wind, solar, hydro, certified RECs, PPAs). Scope: owned and operated manufacturing facilities.",,,
korean,skhynix,"(1) Total water withdrawn, (2) total water consumed; percentage of each in regions with High or Extremely High Baseline Water Stress",Water Management,"(1) Total water withdrawn, (2) total water consumed; percentage of each in regions with High or Extremely High Baseline Water Stress",TC-SC-140a.1,92,skhynix_092,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive.",,,
korean,skhynix,"(1) Amount of hazardous waste from manufacturing, (2) percentage recycled",Waste Management,"(1) Amount of hazardous waste from manufacturing, (2) percentage recycled",TC-SC-150a.1,84,skhynix_084,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste.",,,
korean,skhynix,"(1) Amount of hazardous waste from manufacturing, (2) percentage recycled",Waste Management,"(1) Amount of hazardous waste from manufacturing, (2) percentage recycled",TC-SC-150a.1,92,skhynix_092,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste.",,,
korean,skhynix,"Description of efforts to assess, monitor, and reduce exposure of workforce to human health hazards",Workforce Health & Safety,"Description of efforts to assess, monitor, and reduce exposure of workforce to human health hazards",TC-SC-320a.1,33,skhynix_033,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost).",,,
korean,skhynix,"Description of efforts to assess, monitor, and reduce exposure of workforce to human health hazards",Workforce Health & Safety,"Description of efforts to assess, monitor, and reduce exposure of workforce to human health hazards",TC-SC-320a.1,38,skhynix_038,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost).",,,
korean,skhynix,"Description of efforts to assess, monitor, and reduce exposure of workforce to human health hazards",Workforce Health & Safety,"Description of efforts to assess, monitor, and reduce exposure of workforce to human health hazards",TC-SC-320a.1,93,skhynix_093,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost).",,,
korean,skhynix,Percentage of employees that require a work visa,Recruiting & Managing a Global & Skilled Workforce,Percentage of employees that require a work visa,TC-SC-330a.1,93,skhynix_093,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,skhynix,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,21,skhynix_021,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,skhynix,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,81,skhynix_081,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,skhynix,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,93,skhynix_093,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,hyundai,"Percentage of vehicle models rated by NCAP with an overall 5-star safety rating, by region",Product Safety,"Percentage of vehicle models rated by NCAP with an overall 5-star safety rating, by region",TR-AU-250a.1,114,hyundai_114,Quantitative,Percentage (%),NCAP|5-star safety|vehicle safety rating|crash test|safety rating|Euro NCAP|US NCAP|safety performance,"Percentage of vehicle models (that have been rated) achieving an overall 5-star rating from New Car Assessment Programme (NCAP), disaggregated by region (US NCAP, Euro NCAP, ANCAP, etc.). Reflects the safety quality of the vehicle fleet.",,,
korean,hyundai,"(1) Number of safety-related defect complaints, (2) percentage investigated",Product Safety,"(1) Number of safety-related defect complaints, (2) percentage investigated",TR-AU-250a.1,114,hyundai_114,Quantitative,Percentage (%),NCAP|5-star safety|vehicle safety rating|crash test|safety rating|Euro NCAP|US NCAP|safety performance,"Percentage of vehicle models (that have been rated) achieving an overall 5-star rating from New Car Assessment Programme (NCAP), disaggregated by region (US NCAP, Euro NCAP, ANCAP, etc.). Reflects the safety quality of the vehicle fleet.",,,
korean,hyundai,Number of vehicles recalled,Product Safety,Number of vehicles recalled,TR-AU-250a.3,114,hyundai_114,Quantitative,Number,vehicle recall|safety recall|NHTSA recall|defect recall|recall campaign|safety defect|recall volume,Total number of vehicles recalled during the reporting period due to safety-related defects. Includes voluntary and mandatory recalls across all markets. Large recall volumes may indicate quality or safety management weaknesses.,,,
korean,hyundai,Percentage of active workforce employed under collective agreements,Labour Practices,Percentage of active workforce employed under collective agreements,TR-AU-440b.1,114,hyundai_114,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,(1) Number of work stoppages and (2) total days idle,Labour Practices,(1) Number of work stoppages and (2) total days idle,TR-AU-440b.1,114,hyundai_114,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,"Sales-weighted average passenger fleet fuel economy, by region",Fuel Economy & Use-phase Emissions,"Sales-weighted average passenger fleet fuel economy, by region",TR-AU-410a.1,114,hyundai_114,Quantitative,Litres per 100 kilometres (L/100km)|Miles per gallon (mpg)|Kilometres per litre (km/L),fuel economy|fuel efficiency|CAFE|fleet average|CO2 per km|passenger cars|light vehicles|mpg|gCO2/km,"Sales-weighted average fuel economy of the passenger vehicle fleet, disaggregated by region (US, EU, China, Japan, etc.). May be reported in L/100km, gCO2/km, or mpg depending on region. Reflects compliance with fuel economy and emissions regulations.",,,
korean,hyundai,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",Fuel Economy & Use-phase Emissions,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",TR-AU-410a.2,6,hyundai_006,Quantitative,Number,ZEV|zero emission vehicles|EV|electric vehicles|hybrid|PHEV|plug-in hybrid|BEV|battery electric|low emission vehicles,"Three separate counts: (1) zero emission vehicles sold (BEV, FCEV); (2) hybrid electric vehicles (HEV); (3) plug-in hybrid electric vehicles (PHEV). Reflects the transition to electrification and progress toward low-emission fleet.",,,
korean,hyundai,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",Fuel Economy & Use-phase Emissions,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",TR-AU-410a.2,114,hyundai_114,Quantitative,Number,ZEV|zero emission vehicles|EV|electric vehicles|hybrid|PHEV|plug-in hybrid|BEV|battery electric|low emission vehicles,"Three separate counts: (1) zero emission vehicles sold (BEV, FCEV); (2) hybrid electric vehicles (HEV); (3) plug-in hybrid electric vehicles (PHEV). Reflects the transition to electrification and progress toward low-emission fleet.",,,
korean,hyundai,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,26,hyundai_026,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition.",,,
korean,hyundai,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,27,hyundai_027,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition.",,,
korean,hyundai,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,Fuel Economy & Use-phase Emissions,Discussion of strategy for managing fleet fuel economy and emissions risks and opportunities,TR-AU-410a.3,114,hyundai_114,Discussion and Analysis,n/a,fleet strategy|electrification|emissions regulations|CAFE compliance|CO2 targets|EV transition|product portfolio|regulatory risk|net zero vehicles,"Qualitative discussion of: strategy to manage fuel economy and emissions risks (regulatory exposure, carbon pricing), electrification roadmap (EV targets, investment plans), approach to different regional regulations (CAFE, EU CO2 targets, China NEV), and opportunities from the low-carbon transition.",,,
korean,hyundai,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,42,hyundai_042,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,hyundai,"(1) Total amount of waste from manufacturing, (2) percentage recycled",Materials Efficiency & Recycling,"(1) Total amount of waste from manufacturing, (2) percentage recycled",TR-AU-440b.1,43,hyundai_043,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,"(1) Total amount of waste from manufacturing, (2) percentage recycled",Materials Efficiency & Recycling,"(1) Total amount of waste from manufacturing, (2) percentage recycled",TR-AU-440b.1,114,hyundai_114,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,"(1) Weight of end-of-life material recovered, (2) percentage recycled",Materials Efficiency & Recycling,"(1) Weight of end-of-life material recovered, (2) percentage recycled",TR-AU-440b.2,40,hyundai_040,Quantitative,Metric tons (t)|Percentage (%),end-of-life vehicles|ELV|material recovery|vehicle recycling|shredder residue|reuse|recycled materials|circular economy,Two values: (1) total weight of material recovered from end-of-life vehicles in metric tons; (2) percentage of recovered material that is recycled (vs. landfilled or incinerated). EU ELV Directive requires 85% reuse/recycle and 95% reuse/recovery.,,,
korean,hyundai,"(1) Weight of end-of-life material recovered, (2) percentage recycled",Materials Efficiency & Recycling,"(1) Weight of end-of-life material recovered, (2) percentage recycled",TR-AU-440b.2,114,hyundai_114,Quantitative,Metric tons (t)|Percentage (%),end-of-life vehicles|ELV|material recovery|vehicle recycling|shredder residue|reuse|recycled materials|circular economy,Two values: (1) total weight of material recovered from end-of-life vehicles in metric tons; (2) percentage of recovered material that is recycled (vs. landfilled or incinerated). EU ELV Directive requires 85% reuse/recycle and 95% reuse/recovery.,,,
korean,hyundai,Percentage of active workforce employed under collective agreements,Labour Practices,Percentage of active workforce employed under collective agreements,TR-AU-440b.1,103,hyundai_103,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,(1) Number of work stoppages and (2) total days idle,Labour Practices,(1) Number of work stoppages and (2) total days idle,TR-AU-440b.1,103,hyundai_103,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,"Sales-weighted average passenger fleet fuel economy, by region",Fuel Economy & Use-phase Emissions,"Sales-weighted average passenger fleet fuel economy, by region",TR-AU-410a.1,40,hyundai_040,Quantitative,Litres per 100 kilometres (L/100km)|Miles per gallon (mpg)|Kilometres per litre (km/L),fuel economy|fuel efficiency|CAFE|fleet average|CO2 per km|passenger cars|light vehicles|mpg|gCO2/km,"Sales-weighted average fuel economy of the passenger vehicle fleet, disaggregated by region (US, EU, China, Japan, etc.). May be reported in L/100km, gCO2/km, or mpg depending on region. Reflects compliance with fuel economy and emissions regulations.",,,
korean,hyundai,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",Fuel Economy & Use-phase Emissions,"Number of (1) zero emission vehicles (ZEV), (2) hybrid vehicles and (3) plug-in hybrid vehicles sold",TR-AU-410a.2,7,hyundai_007,Quantitative,Number,ZEV|zero emission vehicles|EV|electric vehicles|hybrid|PHEV|plug-in hybrid|BEV|battery electric|low emission vehicles,"Three separate counts: (1) zero emission vehicles sold (BEV, FCEV); (2) hybrid electric vehicles (HEV); (3) plug-in hybrid electric vehicles (PHEV). Reflects the transition to electrification and progress toward low-emission fleet.",,,
korean,hyundai,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,43,hyundai_043,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,hyundai,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,71,hyundai_071,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,hyundai,Description of the management of risks associated with the use of critical materials,Materials Sourcing,Description of the management of risks associated with the use of critical materials,TR-AU-440a.1,93,hyundai_093,Discussion and Analysis,n/a,critical materials|conflict minerals|cobalt|lithium|rare earth|3TG|supply chain risk|responsible sourcing|battery materials|material sourcing,"Qualitative description of: identification of critical materials (cobalt, lithium, rare earths, 3TG for electronics), supply chain due diligence, responsible sourcing standards (RMI, OECD), supplier audits, geographic concentration risk, and strategies to reduce dependence on critical materials.",,,
korean,hyundai,"(1) Total amount of waste from manufacturing, (2) percentage recycled",Materials Efficiency & Recycling,"(1) Total amount of waste from manufacturing, (2) percentage recycled",TR-AU-440b.1,44,hyundai_044,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,hyundai,"(1) Total amount of waste from manufacturing, (2) percentage recycled",Materials Efficiency & Recycling,"(1) Total amount of waste from manufacturing, (2) percentage recycled",TR-AU-440b.1,101,hyundai_101,Quantitative,Metric tons (t)|Percentage (%),manufacturing waste|waste recycling|zero waste|waste to landfill|metal scrap|recycling rate|waste diversion,Two values: (1) total weight of waste generated in manufacturing operations in metric tons; (2) percentage of that waste recycled or recovered. Manufacturing automotive components generates significant scrap metal and other wastes.,,,
korean,samsung_electronics,Description of approach to identifying and addressing data security risks in products,Product Security,Description of approach to identifying and addressing data security risks in products,TC-SC-410a.1,10,samsung_electronics_010,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,Description of approach to identifying and addressing data security risks in products,Product Security,Description of approach to identifying and addressing data security risks in products,TC-SC-410a.1,10,samsung_electronics_010,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,Weight of end-of-life products and e-waste recovered; percentage recycled,Product Lifecycle Management,Weight of end-of-life products and e-waste recovered; percentage recycled,TC-SC-410a.1,15,samsung_electronics_015,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",Supply Chain Management,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",TC-SC-320a.2,41,samsung_electronics_041,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
korean,samsung_electronics,"Tier 1 suppliers' (1) non-conformance rate with the RBA Validated Audit Process (VAP) or equivalent, and (2) associated corrective action rate for (a) priority non-conformances and (b) other non-conformances",Supply Chain Management,"Tier 1 suppliers' (1) non-conformance rate with the RBA Validated Audit Process (VAP) or equivalent, and (2) associated corrective action rate for (a) priority non-conformances and (b) other non-conformances",TC-SC-320a.2,41,samsung_electronics_041,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
korean,samsung_electronics,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,58,samsung_electronics_058,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,samsung_electronics,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,59,samsung_electronics_059,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,samsung_electronics,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",Supply Chain Management,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",TC-SC-320a.2,60,samsung_electronics_060,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
korean,samsung_electronics,Weight of end-of-life products and e-waste recovered; percentage recycled,Product Lifecycle Management,Weight of end-of-life products and e-waste recovered; percentage recycled,TC-SC-410a.1,63,samsung_electronics_063,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,Weight of end-of-life products and e-waste recovered; percentage recycled,Product Lifecycle Management,Weight of end-of-life products and e-waste recovered; percentage recycled,TC-SC-410a.1,67,samsung_electronics_067,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,Weight of end-of-life products and e-waste recovered; percentage recycled,Product Lifecycle Management,Weight of end-of-life products and e-waste recovered; percentage recycled,TC-SC-410a.1,13,samsung_electronics_013,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,Weight of end-of-life products and e-waste recovered; percentage recycled,Product Lifecycle Management,Weight of end-of-life products and e-waste recovered; percentage recycled,TC-SC-410a.1,17,samsung_electronics_017,Discussion and Analysis,n/a,product lifecycle|design for environment|RoHS|REACH|restricted substances|sustainable products|energy efficiency|product stewardship,"Qualitative description of: strategies to reduce environmental impact over the product lifecycle, compliance with hazardous substance regulations (RoHS, REACH), design-for-environment programs, customer requirements for greener products, and product energy efficiency improvements.",,,
korean,samsung_electronics,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",Employee Diversity & Inclusion,"Percentage of (1) gender and (2) diversity group representation for (a) executive management, (b) non-executive management, (c) technical employees and (d) all other employees",TC-SC-330a.1,38,samsung_electronics_038,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.,,,
korean,samsung_electronics,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",Supply Chain Management,"Percentage of Tier 1 supplier facilities audited in the RBA Validated Audit Process (VAP) or equivalent, by (a) all facilities and (b) high-risk facilities",TC-SC-320a.2,45,samsung_electronics_045,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
korean,samsung_electronics,"Tier 1 suppliers' (1) non-conformance rate with the RBA Validated Audit Process (VAP) or equivalent, and (2) associated corrective action rate for (a) priority non-conformances and (b) other non-conformances",Supply Chain Management,"Tier 1 suppliers' (1) non-conformance rate with the RBA Validated Audit Process (VAP) or equivalent, and (2) associated corrective action rate for (a) priority non-conformances and (b) other non-conformances",TC-SC-320a.2,45,samsung_electronics_045,Quantitative,Rate|Number,TRIR|total recordable incident rate|fatality rate|lost time injury|occupational injury|workplace safety|contract workers,"Four values: TRIR and fatality rate, each reported separately for (a) direct employees and (b) contract employees. TRIR = (number of recordable incidents × 200,000) / total hours worked. Fatality rate = fatalities per 100,000 workers.",,,
